"","age","spotify_plays_day","marital_status","gender","genre","years_since_last_hit","revenue"
"2527",32,10,"player","Male","pop",12,482629
"2528",53,9,"boring","Female","pop",31,349033
"2529",46,2,"single","Male","pop",18,459231
"2530",51,6,"boring","Female","pop",34,207364
"2531",17,8,"single","Female","pop",8,148079
"2532",30,10,"boring","Female","pop",29,461054
"2533",29,13,"single","Female","pop",24,140241
"2534",40,12,"player","Male","pop",36,212037
"2535",62,9,"player","Male","pop",32,226402
"2536",24,10,"player","Female","pop",8,199701
"2537",24,10,"single","Male","EDM",7,1211498
"2538",35,9,"boring","Male","pop",19,400480
"2539",71,9,"player","Male","pop",21,241983
"2540",40,10,"player","Male","pop",25,171032
"2541",39,9,"boring","Female","hiphop",26,292350
"2542",34,6,"boring","Female","pop",32,290594
"2543",49,3,"player","Male","pop",24,129810
"2544",21,10,"single","Male","pop",14,453447
"2545",43,13,"player","Female","pop",15,180578
"2546",45,3,"boring","Female","pop",16,244838
"2547",34,13,"player","Male","pop",26,210089
"2548",59,9,"player","Male","pop",19,213002
"2549",28,9,"player","Male","pop",22,526513
"2550",38,10,"player","Male","pop",17,362228
"2551",45,12,"boring","Male","pop",38,144903
"2552",40,10,"player","Female","pop",21,402842
"2553",29,13,"single","Male","pop",13,433543
"2554",18,7,"single","Male","pop",10,195785
"2555",30,10,"player","Female","pop",26,448287
"2556",55,9,"player","Female","pop",39,121190
"2557",24,4,"single","Male","pop",14,360638
"2558",19,7,"single","Male","pop",14,401452
"2559",47,9,"player","Male","pop",45,82776
"2560",24,13,"player","Male","pop",20,827838
"2561",66,3,"boring","Female","hiphop",60,27759
"2562",20,10,"single","Male","pop",19,233425
"2563",55,10,"boring","Male","pop",35,283857
"2564",23,9,"single","Male","pop",7,568217
"2565",42,13,"single","Female","pop",25,319283
"2566",30,13,"player","Male","pop",15,333461
"2567",19,10,"single","Male","pop",8,274592
"2568",70,9,"player","Male","pop",26,232642
"2569",47,13,"player","Male","pop",31,409465
"2570",19,7,"single","Female","mumblerock",13,831455
"2571",37,10,"player","Female","pop",22,362366
"2572",44,13,"player","Male","pop",23,234280
"2573",48,9,"boring","Female","pop",28,340988
"2574",35,14,"player","Male","pop",31,245397
"2575",32,9,"boring","Male","mumblerock",10,435221
"2576",23,9,"single","Male","pop",21,195508
"2577",35,5,"single","Female","pop",19,706494
"2578",30,10,"player","Male","pop",25,98204
"2579",44,12,"boring","Female","hiphop",40,503539
"2580",42,9,"player","Male","pop",40,500897
"2581",28,12,"single","Female","hiphop",22,524719
"2582",36,4,"player","Male","pop",27,221566
"2583",40,4,"boring","Female","pop",16,261687
"2584",32,11,"boring","Male","pop",29,151242
"2585",30,10,"single","Female","pop",23,367168
"2586",23,10,"single","Female","pop",10,425629
"2587",73,9,"player","Male","pop",41,99864
"2588",23,12,"single","Female","pop",12,434561
"2589",21,9,"single","Female","pop",14,393973
"2590",31,10,"player","Male","pop",25,164854
"2591",45,9,"single","Male","pop",25,126454
"2592",45,13,"boring","Female","pop",34,226453
"2593",49,12,"boring","Female","pop",23,191749
"2594",21,11,"single","Female","pop",10,294698
"2595",46,13,"player","Male","pop",23,595345
"2596",39,10,"boring","Male","pop",12,316376
"2597",39,9,"player","Female","pop",13,147527
"2598",36,9,"player","Male","pop",33,176172
"2599",25,9,"single","Male","pop",8,318995
"2600",49,14,"player","Male","pop",26,623941
"2601",35,9,"single","Female","pop",30,937915
"2602",22,10,"single","Female","pop",16,195126
"2603",21,9,"single","Female","pop",19,672055
"2604",39,10,"single","Female","pop",13,303261
"2605",47,14,"boring","Female","pop",40,165870
"2606",35,10,"boring","Male","pop",26,147722
"2607",41,10,"boring","Male","pop",27,239199
"2608",24,3,"single","Male","pop",11,336316
"2609",32,13,"player","Male","pop",22,175127
"2610",51,10,"player","Male","pop",33,185948
"2611",18,8,"single","Male","pop",14,263904
"2612",34,9,"single","Female","pop",24,531226
"2613",41,9,"player","Female","pop",17,292221
"2614",51,7,"single","Female","hiphop",15,343637
"2615",39,7,"single","Male","hiphop",29,234323
"2616",21,10,"player","Male","pop",7,281045
"2617",26,10,"boring","Female","pop",20,259167
"2618",28,9,"player","Male","pop",21,110470
"2619",58,4,"boring","Female","mumblerock",30,98599
"2620",45,9,"player","Male","pop",36,133600
"2621",60,14,"player","Male","pop",23,730226
"2622",23,11,"player","Male","pop",17,690863
"2623",40,13,"player","Male","pop",39,248135
"2624",19,10,"single","Female","pop",16,249502
"2625",27,11,"single","Male","pop",15,213953
"2626",23,9,"single","Male","pop",8,200794
"2627",51,6,"boring","Male","pop",43,71568
"2628",46,9,"player","Male","pop",14,197824
"2629",49,14,"player","Male","pop",41,245225
"2630",43,11,"player","Male","pop",37,46201
"2631",24,13,"single","Male","pop",22,410906
"2632",22,13,"single","Male","EDM",21,556487
"2633",61,9,"player","Male","pop",30,398507
"2634",22,9,"boring","Female","pop",13,182153
"2635",81,2,"boring","Male","pop",79,20235
"2636",39,9,"single","Male","pop",35,189055
"2637",44,14,"boring","Female","pop",18,528656
"2638",24,13,"single","Female","pop",18,460197
"2639",47,14,"boring","Female","pop",17,532808
"2640",59,9,"player","Male","pop",41,106683
"2641",19,10,"single","Female","pop",10,373182
"2642",38,6,"player","Male","pop",34,389281
"2643",57,9,"player","Male","pop",47,112011
"2644",32,10,"player","Male","pop",30,107924
"2645",47,5,"boring","Male","pop",22,515175
"2646",42,7,"player","Male","pop",39,96869
"2647",70,13,"player","Male","pop",33,215534
"2648",42,10,"player","Male","pop",40,213384
"2649",52,10,"boring","Female","pop",28,202563
"2650",34,9,"single","Male","EDM",32,265307
"2651",46,9,"single","Male","pop",37,190976
"2652",30,9,"single","Female","mumblerock",29,268423
"2653",32,6,"boring","Female","pop",27,135281
"2654",19,9,"single","Female","pop",10,1052278
"2655",25,9,"single","Female","hiphop",12,747505
"2656",37,13,"boring","Female","pop",21,608921
"2657",36,13,"player","Male","pop",32,180018
"2658",33,9,"player","Male","EDM",31,423074
"2659",34,6,"player","Male","pop",23,357898
"2660",45,10,"player","Male","pop",32,332987
"2661",22,10,"player","Male","pop",10,455792
"2662",23,10,"boring","Female","pop",14,126898
"2663",45,12,"boring","Female","pop",32,198976
"2664",55,13,"boring","Male","pop",41,152336
"2665",37,10,"boring","Male","hiphop",15,290900
"2666",58,16,"single","Male","pop",23,407444
"2667",30,10,"player","Male","pop",18,500103
"2668",39,13,"single","Male","pop",18,136784
"2669",38,9,"player","Male","pop",32,336918
"2670",48,9,"player","Male","pop",47,138520
"2671",44,13,"single","Male","pop",39,117038
"2672",24,13,"single","Female","pop",19,846788
"2673",42,16,"single","Female","pop",30,211826
"2674",26,10,"player","Male","pop",21,145651
"2675",77,9,"boring","Female","pop",74,35947
"2676",32,9,"player","Male","pop",14,290172
"2677",73,9,"boring","Female","pop",30,409715
"2678",50,9,"player","Female","pop",48,167174
"2679",45,9,"boring","Female","pop",33,230198
"2680",38,2,"boring","Male","pop",26,186914
"2681",24,9,"player","Male","pop",19,869846
"2682",42,9,"player","Male","mumblerock",20,604839
"2683",59,9,"boring","Female","hiphop",40,128363
"2684",44,9,"player","Male","pop",41,352529
"2685",21,7,"single","Male","pop",18,88291
"2686",74,9,"player","Male","pop",55,65957
"2687",51,13,"single","Male","pop",49,176968
"2688",40,9,"player","Male","pop",37,171669
"2689",45,13,"boring","Female","pop",28,400324
"2690",28,13,"player","Male","pop",13,117487
"2691",23,9,"single","Male","hiphop",21,242544
"2692",46,10,"boring","Female","pop",28,342749
"2693",30,10,"player","Male","pop",14,78414
"2694",36,11,"player","Male","EDM",18,1001415
"2695",23,13,"single","Female","pop",15,461292
"2696",62,9,"player","Male","pop",38,119745
"2697",23,10,"single","Female","pop",8,286393
"2698",39,6,"player","Male","pop",25,322873
"2699",17,6,"single","Male","pop",7,270708
"2700",43,13,"player","Male","pop",22,356915
"2701",25,9,"boring","Male","pop",13,370114
"2702",37,10,"player","Male","pop",18,311137
"2703",46,13,"single","Female","pop",33,124191
"2704",38,13,"player","Male","pop",22,152355
"2705",27,3,"single","Male","pop",8,381816
"2706",48,7,"single","Female","pop",44,181754
"2707",34,13,"player","Male","pop",18,270498
"2708",50,6,"boring","Female","pop",48,92270
"2709",17,7,"single","Male","pop",11,425937
"2710",38,4,"player","Male","pop",22,252497
"2711",26,12,"single","Male","pop",25,330133
"2712",18,10,"single","Female","pop",5,477039
"2713",33,9,"player","Male","pop",19,128164
"2714",27,9,"player","Male","pop",18,72537
"2715",44,10,"player","Male","pop",15,419845
"2716",18,6,"single","Male","pop",15,606510
"2717",38,10,"single","Female","pop",21,177057
"2718",28,9,"player","Female","pop",23,719414
"2719",36,14,"single","Female","pop",13,657838
"2720",60,9,"boring","Female","pop",40,268686
"2721",51,10,"player","Male","pop",16,486118
"2722",27,10,"boring","Female","mumblerock",21,505589
"2723",40,9,"boring","Female","pop",34,230190
"2724",39,13,"player","Male","pop",24,804194
"2725",21,9,"single","Male","pop",9,351249
"2726",35,13,"player","Male","pop",28,415730
"2727",30,10,"boring","Male","pop",12,491851
"2728",29,10,"player","Male","pop",21,192260
"2729",35,13,"player","Male","pop",24,310413
"2730",47,10,"player","Male","pop",40,374354
"2731",35,9,"player","Male","pop",29,306811
"2732",37,9,"single","Male","EDM",35,156541
"2733",59,9,"player","Male","pop",49,86801
"2734",25,9,"single","Male","pop",15,651389
"2735",34,9,"player","Male","pop",28,150576
"2736",27,10,"single","Male","pop",11,483752
"2737",49,13,"player","Male","pop",40,202091
"2738",30,13,"player","Female","pop",27,195866
"2739",32,13,"player","Male","pop",16,434322
"2740",63,11,"boring","Female","pop",31,220791
"2741",58,13,"player","Male","pop",17,316092
"2742",20,11,"single","Female","pop",13,191882
"2743",49,9,"single","Male","pop",35,154621
"2744",26,13,"boring","Female","pop",24,276178
"2745",30,11,"single","Male","pop",19,577874
"2746",40,9,"player","Male","hiphop",34,80346
"2747",55,9,"player","Female","pop",44,97719
"2748",29,10,"single","Female","pop",23,298764
